job_title,job_category,required_skills,job_id,shop_type,salary_per_day,salary_type,number_of_openings,max_distance_km,retailer_verified,job_status,is_blocked,shift_type,working_days,seasonal_job,season_name,combined_text,shop_name,address_line,area,city,state,pincode,latitude,longitude
sales executive,sales,"stock handling, communication skills, sales, customer interaction",e85273c9-b225-4b5b-a45c-5371b9ec46ec,clothing store,350,daily,7,10,True,approved,False,holiday,weekdays+holidays,True,festival,"sales executive stock handling, communication skills, sales, customer interaction sales clothing store holiday weekdays+holidays",,,,,,,,
sales executive,sales,"stock handling, communication skills, sales, customer interaction",ef6c0b3f-23b7-413a-b2c8-76498fcf58f0,bakery,450,daily,10,10,True,approved,False,evening,weekdays,False,none,"sales executive stock handling, communication skills, sales, customer interaction sales bakery evening weekdays",,,,,,,,
customer service assistant,retail assistant,"multitasking, shelf arrangement, store assistance",b6c94aa4-f072-40e9-b5d6-d1b9b8c0c706,bakery,300,daily,1,2,True,approved,False,evening+holiday,weekends,True,festival,"customer service assistant multitasking, shelf arrangement, store assistance retail assistant bakery evening+holiday weekends",,,,,,,,
customer service assistant,retail assistant,"multitasking, shelf arrangement, store assistance",d9eb3897-f1a9-4fa8-a490-858cf4d57fd0,supermarket,450,daily,5,10,True,approved,False,evening+holiday,weekdays+holidays,False,none,"customer service assistant multitasking, shelf arrangement, store assistance retail assistant supermarket evening+holiday weekdays+holidays",,,,,,,,
customer service assistant,retail assistant,"multitasking, shelf arrangement, store assistance",a2f1618f-53ec-4864-b508-bfefcf3e6c7a,supermarket,300,daily,3,3,True,approved,False,evening,weekdays,False,none,"customer service assistant multitasking, shelf arrangement, store assistance retail assistant supermarket evening weekdays",,,,,,,,
key account manager / assistant key account manager - foodservice,accounting,"excel basics, data entry, basic accounting, record maintenance",595ca915-37ab-430d-a2b0-a9dba7663bfe,bakery,450,daily,7,10,True,approved,False,evening+holiday,weekends,False,none,"key account manager / assistant key account manager - foodservice excel basics, data entry, basic accounting, record maintenance accounting bakery evening+holiday weekends",,,,,,,,
key account manager / assistant key account manager - foodservice,accounting,"excel basics, data entry, basic accounting, record maintenance",a7db7460-4bfb-49f9-9865-d9e8c7d8c298,clothing store,300,daily,2,3,True,approved,False,evening+holiday,weekends,True,onam,"key account manager / assistant key account manager - foodservice excel basics, data entry, basic accounting, record maintenance accounting clothing store evening+holiday weekends",,,,,,,,
key account manager / assistant key account manager - foodservice,accounting,"excel basics, data entry, basic accounting, record maintenance",a8fa0fc7-0c7c-4cbe-b1cf-4521967c3c6a,clothing store,350,daily,3,5,True,approved,False,evening,weekdays,False,none,"key account manager / assistant key account manager - foodservice excel basics, data entry, basic accounting, record maintenance accounting clothing store evening weekdays",,,,,,,,
"assistant manager, infection control",retail assistant,"store assistance, shelf arrangement, multitasking, inventory support",a982deda-6aab-421e-b90a-d7b3a7215b1e,bakery,300,daily,12,2,True,approved,False,evening,weekdays,True,exam_break,"assistant manager, infection control store assistance, shelf arrangement, multitasking, inventory support retail assistant bakery evening weekdays",,,,,,,,
"assistant manager, infection control",retail assistant,"store assistance, shelf arrangement, multitasking, inventory support",4181014b-8869-4834-b541-0c3ee7a2e2d1,supermarket,400,daily,1,3,True,approved,False,evening,weekdays,False,none,"assistant manager, infection control store assistance, shelf arrangement, multitasking, inventory support retail assistant supermarket evening weekdays",,,,,,,,
"assistant manager, infection control",retail assistant,"store assistance, shelf arrangement, multitasking, inventory support",699452e4-dfdb-40a7-95aa-8a9d0a632a46,retail shop,350,daily,5,2,True,approved,False,evening+holiday,weekends,True,festival,"assistant manager, infection control store assistance, shelf arrangement, multitasking, inventory support retail assistant retail shop evening+holiday weekends",,,,,,,,
admin assistant,retail assistant,"shelf arrangement, inventory support, multitasking",750efba7-7f55-4cdc-85e4-7b6d81e7148f,retail shop,450,daily,10,2,True,approved,False,evening,weekdays,False,none,"admin assistant shelf arrangement, inventory support, multitasking retail assistant retail shop evening weekdays",,,,,,,,
admin assistant,retail assistant,"shelf arrangement, inventory support, multitasking",5f6c3630-a675-48be-8f3c-309dbeef3506,bakery,450,daily,10,10,True,approved,False,holiday,weekdays+holidays,False,none,"admin assistant shelf arrangement, inventory support, multitasking retail assistant bakery holiday weekdays+holidays",,,,,,,,
admin assistant,retail assistant,"shelf arrangement, inventory support, multitasking",fa6bca3f-e52d-4889-891b-e004c4f9609b,retail shop,350,daily,12,10,True,approved,False,holiday,weekdays+holidays,False,none,"admin assistant shelf arrangement, inventory support, multitasking retail assistant retail shop holiday weekdays+holidays",,,,,,,,
admin assistant,retail assistant,"shelf arrangement, inventory support, multitasking",87215b6d-61bc-48e2-acf2-3d081f1a9307,retail shop,350,daily,10,2,True,approved,False,holiday,weekends,True,summer,"admin assistant shelf arrangement, inventory support, multitasking retail assistant retail shop holiday weekends",,,,,,,,
"assistant manager, business operations",retail assistant,"multitasking, shelf arrangement, inventory support, store assistance",e6ddbc8b-a2f2-4907-85a0-194fdf6dcb45,petrol pump,350,daily,7,10,True,approved,False,holiday,weekends,False,none,"assistant manager, business operations multitasking, shelf arrangement, inventory support, store assistance retail assistant petrol pump holiday weekends",,,,,,,,
"assistant manager, business operations",retail assistant,"multitasking, shelf arrangement, inventory support, store assistance",6cb66d3a-c6c1-4618-b2d5-dac813ebd24a,bakery,350,daily,5,3,True,approved,False,evening+holiday,weekends,False,none,"assistant manager, business operations multitasking, shelf arrangement, inventory support, store assistance retail assistant bakery evening+holiday weekends",,,,,,,,
"assistant manager, business operations",retail assistant,"multitasking, shelf arrangement, inventory support, store assistance",99d6d173-f36b-4a03-990d-8e5d887b3d64,supermarket,300,daily,5,2,True,approved,False,holiday,weekdays+holidays,False,none,"assistant manager, business operations multitasking, shelf arrangement, inventory support, store assistance retail assistant supermarket holiday weekdays+holidays",,,,,,,,
account & procurement assistant,accounting,"data entry, excel basics, basic accounting, record maintenance",54665ccf-e0b6-452a-8f98-9b451fa36e9a,petrol pump,350,daily,7,3,True,approved,False,evening,weekdays,False,none,"account & procurement assistant data entry, excel basics, basic accounting, record maintenance accounting petrol pump evening weekdays",,,,,,,,
senior executive/assistant manager - consolidation & reporting,retail assistant,"inventory support, store assistance, shelf arrangement, multitasking",fba83cb8-9bf1-42c0-af4d-8363b210c242,clothing store,350,daily,7,10,True,approved,False,evening+holiday,weekends,False,none,"senior executive/assistant manager - consolidation & reporting inventory support, store assistance, shelf arrangement, multitasking retail assistant clothing store evening+holiday weekends",,,,,,,,
senior executive/assistant manager - consolidation & reporting,retail assistant,"inventory support, store assistance, shelf arrangement, multitasking",45e4c0d3-8129-40c3-b971-80ac61e4909e,petrol pump,300,daily,10,10,True,approved,False,evening+holiday,weekdays+holidays,False,none,"senior executive/assistant manager - consolidation & reporting inventory support, store assistance, shelf arrangement, multitasking retail assistant petrol pump evening+holiday weekdays+holidays",,,,,,,,
senior executive/assistant manager - consolidation & reporting,retail assistant,"inventory support, store assistance, shelf arrangement, multitasking",bb3b36a8-683e-4e08-822e-b29500999523,supermarket,350,daily,10,8,True,approved,False,evening,weekdays,False,none,"senior executive/assistant manager - consolidation & reporting inventory support, store assistance, shelf arrangement, multitasking retail assistant supermarket evening weekdays",,,,,,,,
senior executive/assistant manager - consolidation & reporting,retail assistant,"inventory support, store assistance, shelf arrangement, multitasking",b9850753-5c83-4f25-8e93-dc1be4b01dd1,clothing store,300,daily,12,3,True,approved,False,evening+holiday,weekends,True,festival,"senior executive/assistant manager - consolidation & reporting inventory support, store assistance, shelf arrangement, multitasking retail assistant clothing store evening+holiday weekends",,,,,,,,
admin assistant,retail assistant,"shelf arrangement, multitasking, store assistance, inventory support",b6547511-37ac-4f36-a476-2625aa4e91f2,retail shop,350,daily,1,3,True,approved,False,evening,weekdays,True,summer,"admin assistant shelf arrangement, multitasking, store assistance, inventory support retail assistant retail shop evening weekdays",,,,,,,,
admin assistant,retail assistant,"shelf arrangement, multitasking, store assistance, inventory support",7c442b16-3773-4101-91d8-c4f14abfa298,clothing store,300,daily,3,8,True,approved,False,evening,weekdays,False,none,"admin assistant shelf arrangement, multitasking, store assistance, inventory support retail assistant clothing store evening weekdays",,,,,,,,
admin assistant,retail assistant,"shelf arrangement, multitasking, store assistance, inventory support",f1e8f8dd-e609-4745-98cc-0b4cec7e4a11,clothing store,400,daily,2,2,True,approved,False,evening+holiday,weekdays+holidays,True,festival,"admin assistant shelf arrangement, multitasking, store assistance, inventory support retail assistant clothing store evening+holiday weekdays+holidays",,,,,,,,
sales & marketing (internship),sales,"stock handling, communication skills, customer interaction, sales",79673f28-fc9a-47a8-a4c3-f2288dde5b27,parts supplier,450,daily,10,5,True,approved,False,evening,weekdays,True,summer,"sales & marketing (internship) stock handling, communication skills, customer interaction, sales sales parts supplier evening weekdays",,,,,,,,
sales & marketing (internship),sales,"stock handling, communication skills, customer interaction, sales",89a35aa8-ec7a-49e1-93cc-3d2c2c33e8a9,petrol pump,300,daily,2,10,True,approved,False,evening,weekdays,True,festival,"sales & marketing (internship) stock handling, communication skills, customer interaction, sales sales petrol pump evening weekdays",,,,,,,,
"executive, sales",sales,"sales, customer interaction, stock handling, communication skills",7a1bc636-3df3-43d9-be5b-d85d1ea52bf5,supermarket,450,daily,10,10,True,approved,False,holiday,weekdays+holidays,False,none,"executive, sales sales, customer interaction, stock handling, communication skills sales supermarket holiday weekdays+holidays",,,,,,,,
"executive, sales",sales,"sales, customer interaction, stock handling, communication skills",91505346-3d7c-43d7-8644-192cafcaccc2,parts supplier,400,daily,7,3,True,approved,False,evening+holiday,weekdays+holidays,False,none,"executive, sales sales, customer interaction, stock handling, communication skills sales parts supplier evening+holiday weekdays+holidays",,,,,,,,
"executive, sales",sales,"sales, customer interaction, stock handling, communication skills",730e1c68-3ee0-4994-8620-ff5a1e1fa4eb,retail shop,350,daily,12,5,True,approved,False,evening+holiday,weekdays+holidays,False,none,"executive, sales sales, customer interaction, stock handling, communication skills sales retail shop evening+holiday weekdays+holidays",,,,,,,,
assistant manager business development,retail assistant,"store assistance, multitasking, inventory support",7971744c-e838-4654-9083-a5a88babdc72,clothing store,350,daily,7,8,True,approved,False,evening+holiday,weekends,False,none,"assistant manager business development store assistance, multitasking, inventory support retail assistant clothing store evening+holiday weekends",,,,,,,,
assistant manager business development,retail assistant,"store assistance, multitasking, inventory support",7fa8c8a0-87a0-47d8-9fd5-84404dd2f2ff,bakery,300,daily,12,5,True,approved,False,holiday,weekdays+holidays,False,none,"assistant manager business development store assistance, multitasking, inventory support retail assistant bakery holiday weekdays+holidays",,,,,,,,
assistant manager business development,retail assistant,"store assistance, multitasking, inventory support",34275c7b-1e06-4e7b-97d1-c5841a6ce8ca,retail shop,450,daily,7,8,True,approved,False,holiday,weekdays+holidays,False,none,"assistant manager business development store assistance, multitasking, inventory support retail assistant retail shop holiday weekdays+holidays",,,,,,,,
key account manager / assistant key account manager - foodservice,accounting,"basic accounting, excel basics, record maintenance, data entry",46ff2f8f-39cd-4b2b-85c7-de05408259b2,parts supplier,350,daily,5,2,True,approved,False,holiday,weekdays+holidays,True,summer,"key account manager / assistant key account manager - foodservice basic accounting, excel basics, record maintenance, data entry accounting parts supplier holiday weekdays+holidays",,,,,,,,
key account manager / assistant key account manager - foodservice,accounting,"basic accounting, excel basics, record maintenance, data entry",a3722d1f-8a58-4b43-ac9b-e9968997db58,petrol pump,350,daily,10,3,True,approved,False,evening+holiday,weekdays+holidays,True,onam,"key account manager / assistant key account manager - foodservice basic accounting, excel basics, record maintenance, data entry accounting petrol pump evening+holiday weekdays+holidays",,,,,,,,
key account manager / assistant key account manager - foodservice,accounting,"basic accounting, excel basics, record maintenance, data entry",3c6ebc0a-e485-4fc0-a2c7-cca0ccd008d4,supermarket,300,daily,1,10,True,approved,False,evening,weekdays,True,festival,"key account manager / assistant key account manager - foodservice basic accounting, excel basics, record maintenance, data entry accounting supermarket evening weekdays",,,,,,,,
key account manager / assistant key account manager - foodservice,accounting,"basic accounting, excel basics, record maintenance, data entry",a152fb1c-dbeb-445b-b45f-bc408353a769,parts supplier,400,daily,5,2,True,approved,False,evening+holiday,weekends,True,exam_break,"key account manager / assistant key account manager - foodservice basic accounting, excel basics, record maintenance, data entry accounting parts supplier evening+holiday weekends",,,,,,,,
hse assistant,retail assistant,"inventory support, multitasking, shelf arrangement",a13895f0-b34d-4b3e-9a53-0dd1acfeda3e,parts supplier,400,daily,10,10,True,approved,False,evening,weekdays,False,none,"hse assistant inventory support, multitasking, shelf arrangement retail assistant parts supplier evening weekdays",,,,,,,,
hse assistant,retail assistant,"inventory support, multitasking, shelf arrangement",776f3fe7-d0bb-4754-a10c-ebf75a6380ab,bakery,350,daily,1,10,True,approved,False,evening,weekdays,False,none,"hse assistant inventory support, multitasking, shelf arrangement retail assistant bakery evening weekdays",,,,,,,,
clinic nurse / medical assistant,retail assistant,"shelf arrangement, inventory support, multitasking",76e0b595-8463-4c0f-b02f-c97ae03b9967,clothing store,450,daily,2,3,True,approved,False,evening,weekdays,True,exam_break,"clinic nurse / medical assistant shelf arrangement, inventory support, multitasking retail assistant clothing store evening weekdays",,,,,,,,
clinic nurse / medical assistant,retail assistant,"shelf arrangement, inventory support, multitasking",09af0ee8-1c28-40cc-bf04-c555ad10fd3a,petrol pump,350,daily,2,8,True,approved,False,evening,weekdays,True,festival,"clinic nurse / medical assistant shelf arrangement, inventory support, multitasking retail assistant petrol pump evening weekdays",,,,,,,,
clinic nurse / medical assistant,retail assistant,"shelf arrangement, inventory support, multitasking",389f95b9-c2cd-4565-8ff3-df954c822767,petrol pump,300,daily,12,10,True,approved,False,evening,weekdays,False,none,"clinic nurse / medical assistant shelf arrangement, inventory support, multitasking retail assistant petrol pump evening weekdays",,,,,,,,
admin executive (sales & marketing ),sales,"sales, stock handling, communication skills, customer interaction",c3c434c0-ef5d-47d2-afe3-fec98ad02125,bakery,450,daily,3,8,True,approved,False,evening+holiday,weekends,False,none,"admin executive (sales & marketing ) sales, stock handling, communication skills, customer interaction sales bakery evening+holiday weekends",,,,,,,,
admin executive (sales & marketing ),sales,"sales, stock handling, communication skills, customer interaction",3df2952d-9b57-43b6-afca-66bd065b1d53,retail shop,400,daily,1,2,True,approved,False,evening,weekdays,True,onam,"admin executive (sales & marketing ) sales, stock handling, communication skills, customer interaction sales retail shop evening weekdays",,,,,,,,
quality assurance assistant,retail assistant,"store assistance, inventory support, shelf arrangement, multitasking",6530b845-bc81-4b98-b09c-6184a04b1486,parts supplier,300,daily,2,5,True,approved,False,holiday,weekends,True,festival,"quality assurance assistant store assistance, inventory support, shelf arrangement, multitasking retail assistant parts supplier holiday weekends",,,,,,,,
quality assurance assistant,retail assistant,"store assistance, inventory support, shelf arrangement, multitasking",19f32c57-452c-4ec8-968a-0d9fc8cf5fa2,clothing store,350,daily,1,3,True,approved,False,evening+holiday,weekdays+holidays,True,christmas,"quality assurance assistant store assistance, inventory support, shelf arrangement, multitasking retail assistant clothing store evening+holiday weekdays+holidays",,,,,,,,
quality assurance assistant,retail assistant,"store assistance, inventory support, shelf arrangement, multitasking",0ce0e06e-a3a2-4138-be95-25cdc693b076,petrol pump,450,daily,5,8,True,approved,False,evening+holiday,weekends,True,christmas,"quality assurance assistant store assistance, inventory support, shelf arrangement, multitasking retail assistant petrol pump evening+holiday weekends",,,,,,,,
quality assurance assistant,retail assistant,"store assistance, inventory support, shelf arrangement, multitasking",1a5047c2-6d55-4fc4-b09e-3ee02ded5ba2,parts supplier,450,daily,7,2,True,approved,False,holiday,weekdays+holidays,True,summer,"quality assurance assistant store assistance, inventory support, shelf arrangement, multitasking retail assistant parts supplier holiday weekdays+holidays",,,,,,,,
assistant marketing manager - retail and online,retail assistant,"inventory support, store assistance, shelf arrangement",f44aada3-52ec-4a88-a2b6-8d4782896d63,parts supplier,400,daily,3,5,True,approved,False,evening+holiday,weekends,False,none,"assistant marketing manager - retail and online inventory support, store assistance, shelf arrangement retail assistant parts supplier evening+holiday weekends",,,,,,,,
assistant marketing manager - retail and online,retail assistant,"inventory support, store assistance, shelf arrangement",50d48b08-a7d2-445e-b7ba-254fc01cf2f5,petrol pump,350,daily,5,5,True,approved,False,holiday,weekdays+holidays,True,exam_break,"assistant marketing manager - retail and online inventory support, store assistance, shelf arrangement retail assistant petrol pump holiday weekdays+holidays",,,,,,,,
assistant marketing manager - retail and online,retail assistant,"inventory support, store assistance, shelf arrangement",6c0ad0c5-aa01-48b3-b743-5ec0357f17a1,supermarket,400,daily,10,2,True,approved,False,holiday,weekdays+holidays,False,none,"assistant marketing manager - retail and online inventory support, store assistance, shelf arrangement retail assistant supermarket holiday weekdays+holidays",,,,,,,,
account assistant / executive (johor & puchong),accounting,"excel basics, basic accounting, data entry, record maintenance",f0a05028-ed5e-49d9-913c-60639213da27,retail shop,350,daily,5,10,True,approved,False,evening+holiday,weekends,True,christmas,"account assistant / executive (johor & puchong) excel basics, basic accounting, data entry, record maintenance accounting retail shop evening+holiday weekends",,,,,,,,
account assistant / executive (johor & puchong),accounting,"excel basics, basic accounting, data entry, record maintenance",c1e5fecd-212d-49fe-882d-cd080dc2a1e7,bakery,450,daily,10,3,True,approved,False,holiday,weekdays+holidays,True,summer,"account assistant / executive (johor & puchong) excel basics, basic accounting, data entry, record maintenance accounting bakery holiday weekdays+holidays",,,,,,,,
"non-executive, accounts payable - payment processing (contract)",accounting,"record maintenance, basic accounting, data entry, excel basics",373b9041-84e2-483e-8cf9-fa1d018b64a5,petrol pump,350,daily,3,3,True,approved,False,evening+holiday,weekends,True,festival,"non-executive, accounts payable - payment processing (contract) record maintenance, basic accounting, data entry, excel basics accounting petrol pump evening+holiday weekends",,,,,,,,
"non-executive, accounts payable - payment processing (contract)",accounting,"record maintenance, basic accounting, data entry, excel basics",e2c11d62-ec25-4deb-a525-6964bf17121c,bakery,450,daily,1,3,True,approved,False,evening+holiday,weekdays+holidays,False,none,"non-executive, accounts payable - payment processing (contract) record maintenance, basic accounting, data entry, excel basics accounting bakery evening+holiday weekdays+holidays",,,,,,,,
"non-executive, accounts payable - payment processing (contract)",accounting,"record maintenance, basic accounting, data entry, excel basics",6ecc7827-b8e8-41d5-abba-a8af92dfbbcf,bakery,300,daily,7,8,True,approved,False,holiday,weekdays+holidays,True,exam_break,"non-executive, accounts payable - payment processing (contract) record maintenance, basic accounting, data entry, excel basics accounting bakery holiday weekdays+holidays",,,,,,,,
"non-executive, accounts payable - payment processing (contract)",accounting,"record maintenance, basic accounting, data entry, excel basics",841f13eb-aa47-4527-8f86-d33e519a349d,supermarket,400,daily,12,2,True,approved,False,evening+holiday,weekdays+holidays,False,none,"non-executive, accounts payable - payment processing (contract) record maintenance, basic accounting, data entry, excel basics accounting supermarket evening+holiday weekdays+holidays",,,,,,,,
admin assistant,retail assistant,"store assistance, shelf arrangement, multitasking, inventory support",9ff4781e-b6a3-43a8-b78e-9d56b695fb1d,retail shop,400,daily,12,2,True,approved,False,holiday,weekends,True,christmas,"admin assistant store assistance, shelf arrangement, multitasking, inventory support retail assistant retail shop holiday weekends",,,,,,,,
admin assistant,retail assistant,"store assistance, shelf arrangement, multitasking, inventory support",04b76e52-4b35-4a55-870c-6ed9b202b190,parts supplier,450,daily,1,8,True,approved,False,evening+holiday,weekdays+holidays,False,none,"admin assistant store assistance, shelf arrangement, multitasking, inventory support retail assistant parts supplier evening+holiday weekdays+holidays",,,,,,,,
admin assistant,retail assistant,"store assistance, shelf arrangement, multitasking, inventory support",0c3a08ea-42ab-4ddd-853d-4edf8136a87d,parts supplier,300,daily,10,2,True,approved,False,holiday,weekends,False,none,"admin assistant store assistance, shelf arrangement, multitasking, inventory support retail assistant parts supplier holiday weekends",,,,,,,,
administrative assistant (fresh graduates welcome),retail assistant,"multitasking, inventory support, store assistance, shelf arrangement",4eb9dd14-2d5a-4e80-a63a-20a0ba41c36a,bakery,350,daily,3,2,True,approved,False,holiday,weekdays+holidays,True,christmas,"administrative assistant (fresh graduates welcome) multitasking, inventory support, store assistance, shelf arrangement retail assistant bakery holiday weekdays+holidays",,,,,,,,
administrative assistant (fresh graduates welcome),retail assistant,"multitasking, inventory support, store assistance, shelf arrangement",22bbb400-84c1-482e-9b16-b9676ed22ab1,retail shop,300,daily,5,8,True,approved,False,holiday,weekends,True,christmas,"administrative assistant (fresh graduates welcome) multitasking, inventory support, store assistance, shelf arrangement retail assistant retail shop holiday weekends",,,,,,,,
administrative assistant (fresh graduates welcome),retail assistant,"multitasking, inventory support, store assistance, shelf arrangement",3404bc04-9f3a-4b75-927b-fa26c5a67035,clothing store,350,daily,10,10,True,approved,False,holiday,weekdays+holidays,True,exam_break,"administrative assistant (fresh graduates welcome) multitasking, inventory support, store assistance, shelf arrangement retail assistant clothing store holiday weekdays+holidays",,,,,,,,
administrative assistant (fresh graduates welcome),retail assistant,"multitasking, inventory support, store assistance, shelf arrangement",3d1c9af0-aaf0-4f92-8043-78397c5ef619,supermarket,300,daily,2,3,True,approved,False,evening+holiday,weekdays+holidays,True,summer,"administrative assistant (fresh graduates welcome) multitasking, inventory support, store assistance, shelf arrangement retail assistant supermarket evening+holiday weekdays+holidays",,,,,,,,
business development assistant manager,retail assistant,"inventory support, store assistance, shelf arrangement, multitasking",6e6ab39c-9d22-45d7-8beb-45053e330a01,bakery,350,daily,2,5,True,approved,False,holiday,weekdays+holidays,True,christmas,"business development assistant manager inventory support, store assistance, shelf arrangement, multitasking retail assistant bakery holiday weekdays+holidays",,,,,,,,
business development assistant manager,retail assistant,"inventory support, store assistance, shelf arrangement, multitasking",3e096fa9-aa97-4830-97d7-4b104b476f21,retail shop,300,daily,2,3,True,approved,False,evening,weekdays,True,onam,"business development assistant manager inventory support, store assistance, shelf arrangement, multitasking retail assistant retail shop evening weekdays",,,,,,,,
business development assistant manager,retail assistant,"inventory support, store assistance, shelf arrangement, multitasking",7f872c03-9eaa-48fb-b627-9db1d4f37b9c,supermarket,400,daily,1,5,True,approved,False,evening,weekdays,False,none,"business development assistant manager inventory support, store assistance, shelf arrangement, multitasking retail assistant supermarket evening weekdays",,,,,,,,
account assistant / admin clerk,accounting,"data entry, record maintenance, excel basics, basic accounting",8596b93a-1922-43e2-be46-5b797262b51f,retail shop,400,daily,5,10,True,approved,False,evening,weekdays,False,none,"account assistant / admin clerk data entry, record maintenance, excel basics, basic accounting accounting retail shop evening weekdays",,,,,,,,
account executive (fresh grads/experienced),accounting,"basic accounting, record maintenance, excel basics, data entry",dc4a0a0d-a8e1-4cc9-b187-a8aea33ddf7f,bakery,400,daily,7,3,True,approved,False,evening,weekdays,True,festival,"account executive (fresh grads/experienced) basic accounting, record maintenance, excel basics, data entry accounting bakery evening weekdays",,,,,,,,
account executive (fresh grads/experienced),accounting,"basic accounting, record maintenance, excel basics, data entry",6c2ca2e1-f6ef-4650-a4e3-db41a0737714,petrol pump,400,daily,5,3,True,approved,False,holiday,weekends,False,none,"account executive (fresh grads/experienced) basic accounting, record maintenance, excel basics, data entry accounting petrol pump holiday weekends",,,,,,,,
account executive (fresh grads/experienced),accounting,"basic accounting, record maintenance, excel basics, data entry",4ecde62e-6e9a-4cd5-ad75-82cf4062a2d8,retail shop,400,daily,5,8,True,approved,False,evening,weekdays,True,festival,"account executive (fresh grads/experienced) basic accounting, record maintenance, excel basics, data entry accounting retail shop evening weekdays",,,,,,,,
admin assistant,retail assistant,"store assistance, shelf arrangement, multitasking",e2770bac-3f69-4240-9051-0af7438991c4,retail shop,400,daily,2,2,True,approved,False,evening,weekdays,False,none,"admin assistant store assistance, shelf arrangement, multitasking retail assistant retail shop evening weekdays",,,,,,,,
admin assistant,retail assistant,"store assistance, shelf arrangement, multitasking",48cf6809-931c-44c9-85bb-9d1076d6d19b,supermarket,400,daily,7,10,True,approved,False,holiday,weekends,True,exam_break,"admin assistant store assistance, shelf arrangement, multitasking retail assistant supermarket holiday weekends",,,,,,,,
admin assistant,retail assistant,"store assistance, multitasking, inventory support, shelf arrangement",9ad0837d-efa1-4b32-ad47-b8b149d7133d,supermarket,450,daily,1,10,True,approved,False,holiday,weekends,False,none,"admin assistant store assistance, multitasking, inventory support, shelf arrangement retail assistant supermarket holiday weekends",,,,,,,,
admin assistant,retail assistant,"store assistance, multitasking, inventory support, shelf arrangement",a33b6ed7-89e5-4e22-9db5-c1af1ef77360,petrol pump,300,daily,3,2,True,approved,False,evening+holiday,weekdays+holidays,True,christmas,"admin assistant store assistance, multitasking, inventory support, shelf arrangement retail assistant petrol pump evening+holiday weekdays+holidays",,,,,,,,
admin assistant,retail assistant,"store assistance, multitasking, inventory support, shelf arrangement",2f7d875d-d8c8-412c-831d-6343976b2fc7,petrol pump,350,daily,7,2,True,approved,False,evening,weekdays,False,none,"admin assistant store assistance, multitasking, inventory support, shelf arrangement retail assistant petrol pump evening weekdays",,,,,,,,
digital transformation sales specialist,sales,"customer interaction, stock handling, communication skills, sales",23d47fff-aa39-42bf-9205-8dddbcd0f7e2,parts supplier,450,daily,5,8,True,approved,False,evening,weekdays,False,none,"digital transformation sales specialist customer interaction, stock handling, communication skills, sales sales parts supplier evening weekdays",,,,,,,,
digital transformation sales specialist,sales,"customer interaction, stock handling, communication skills, sales",e46d43f3-eb5f-482c-9891-c4a556bbbc8e,petrol pump,450,daily,10,10,True,approved,False,holiday,weekends,False,none,"digital transformation sales specialist customer interaction, stock handling, communication skills, sales sales petrol pump holiday weekends",,,,,,,,
digital transformation sales specialist,sales,"customer interaction, stock handling, communication skills, sales",3911b08d-c1ee-4424-88db-70addaba560a,bakery,400,daily,2,5,True,approved,False,evening+holiday,weekends,False,none,"digital transformation sales specialist customer interaction, stock handling, communication skills, sales sales bakery evening+holiday weekends",,,,,,,,
account cum admin executive,accounting,"excel basics, record maintenance, data entry, basic accounting",ef748273-0b67-4ab0-99c2-2f66ec3a2b1f,clothing store,300,daily,2,8,True,approved,False,evening,weekdays,False,none,"account cum admin executive excel basics, record maintenance, data entry, basic accounting accounting clothing store evening weekdays",,,,,,,,
account cum admin executive,accounting,"excel basics, record maintenance, data entry, basic accounting",3338b239-5bab-42c2-8440-d15742664daf,parts supplier,450,daily,2,5,True,approved,False,holiday,weekdays+holidays,False,none,"account cum admin executive excel basics, record maintenance, data entry, basic accounting accounting parts supplier holiday weekdays+holidays",,,,,,,,
account cum admin executive,accounting,"excel basics, record maintenance, data entry, basic accounting",a244e5cb-7883-41e8-a976-50f49548b74e,clothing store,450,daily,2,3,True,approved,False,evening,weekdays,False,none,"account cum admin executive excel basics, record maintenance, data entry, basic accounting accounting clothing store evening weekdays",,,,,,,,
admin assistant,retail assistant,"inventory support, store assistance, shelf arrangement, multitasking",e52b7853-e4eb-48eb-b243-c500974fde6e,petrol pump,300,daily,3,8,True,approved,False,evening+holiday,weekends,False,none,"admin assistant inventory support, store assistance, shelf arrangement, multitasking retail assistant petrol pump evening+holiday weekends",,,,,,,,
admin assistant,retail assistant,"inventory support, store assistance, shelf arrangement, multitasking",04ca6b34-0310-40ae-a64c-c70235c0ae21,bakery,350,daily,7,10,True,approved,False,holiday,weekdays+holidays,True,festival,"admin assistant inventory support, store assistance, shelf arrangement, multitasking retail assistant bakery holiday weekdays+holidays",,,,,,,,
admin assistant,retail assistant,"inventory support, store assistance, shelf arrangement, multitasking",f5b53409-504d-4810-9d3e-e7f85c3a4a22,petrol pump,300,daily,10,10,True,approved,False,evening,weekdays,False,none,"admin assistant inventory support, store assistance, shelf arrangement, multitasking retail assistant petrol pump evening weekdays",,,,,,,,
personal assistant cum admin,retail assistant,"inventory support, shelf arrangement, store assistance, multitasking",ed0515f8-17ff-469c-b39f-90b24681b9dd,clothing store,400,daily,3,10,True,approved,False,evening,weekdays,False,none,"personal assistant cum admin inventory support, shelf arrangement, store assistance, multitasking retail assistant clothing store evening weekdays",,,,,,,,
